City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,suntar,62.1444,117.6319,285.31,76,3,1.76,RU,1720127579
366,keyser,39.4409,-78.9739,305.06,72,99,4.47,US,1720127580
367,bel ombre,-4.6167,55.4167,300.06,69,20,4.63,SC,1720127581
368,yemel'yanovo,56.1681,92.6767,288.6,100,100,0.0,RU,1720127583
369,kourou,5.1552,-52.6478,298.18,74,79,2.71,GF,1720127584
370,bunde,53.1833,7.2667,287.13,80,39,5.01,DE,1720127585
371,sona,45.4388,10.8255,293.84,75,0,1.54,IT,1720127586
372,baki,-7.6128,110.7839,296.09,89,74,1.88,ID,1720127588
373,holyhead,53.3062,-4.6321,287.15,82,67,9.77,GB,1720127589
374,oranjemund,-28.55,16.4333,284.78,81,0,2.49,NA,1720127590
375,usogorsk,63.4106,48.6872,287.41,83,8,0.73,RU,1720127591
376,mahdia,35.5047,11.0622,299.12,62,0,7.41,TN,1720127594
377,nizhneangarsk,55.7833,109.55,290.82,61,41,1.92,RU,1720127595
378,kende,11.5197,4.2603,302.03,63,100,3.49,NG,1720127596
379,boguchany,58.3814,97.4531,292.3,88,93,1.11,RU,1720127597
380,sidi ifni,29.3797,-10.173,295.01,81,78,3.29,MA,1720127598
381,siwa oasis,29.2041,25.5195,304.4,26,0,4.75,EG,1720127600
382,figuig (centre),32.1089,-1.2286,306.19,7,4,0.72,MA,1720127601
383,shush,32.1942,48.2436,308.71,10,0,5.2,IR,1720127602
384,hecun,36.5333,114.1111,297.81,77,99,1.02,CN,1720127603
385,anori,-3.7728,-61.6442,302.17,67,100,0.73,BR,1720127604
386,firuzabad,28.8438,52.5707,301.64,20,7,1.25,IR,1720127606
387,yaren,-0.5472,166.916,300.24,76,100,2.48,NR,1720127607
388,yuzhno-kurilsk,44.0306,145.8556,289.0,95,82,1.9,RU,1720127608
389,mitsamiouli,-11.3847,43.2844,298.68,74,10,2.45,KM,1720127609
390,toliara,-23.35,43.6667,293.0,69,0,2.85,MG,1720127610
391,luocheng,29.3848,104.0286,295.09,99,99,2.14,CN,1720127612
392,lepsy,46.235,78.9456,291.58,72,41,5.94,KZ,1720127613
393,caleta de carquin,-11.0925,-77.6267,292.86,74,10,4.47,PE,1720127615
394,ciudad lazaro cardenas,17.9583,-102.2,302.5,68,22,4.77,MX,1720127616
395,perelyub,51.8667,50.3667,298.39,53,6,4.18,RU,1720127618
396,nyurba,63.2842,118.3319,283.71,76,67,1.89,RU,1720127619
397,esperantina,-3.9017,-42.2336,302.24,60,100,3.83,BR,1720127620
398,baiyin,36.5583,104.2081,289.67,72,55,3.09,CN,1720127621
399,kawm umbu,24.4767,32.9463,308.44,8,99,4.11,EG,1720127623
400,saint-joseph,-21.3667,55.6167,290.36,73,32,6.8,RE,1720127624
401,sao tome,0.3365,6.7273,297.75,83,77,4.29,ST,1720127625
402,terrace,54.5163,-128.6035,296.1,35,20,1.03,CA,1720127626
403,hammerfest,70.6634,23.6821,283.4,87,75,5.14,NO,1720127561
404,westport,41.1415,-73.3579,301.78,69,0,3.6,US,1720127589
405,muisne,0.6,-80.0333,298.69,79,100,2.79,EC,1720127630
406,severodvinsk,64.5635,39.8302,289.21,81,40,3.16,RU,1720127631
407,antsiranana,-12.2787,49.2917,295.54,75,63,5.06,MG,1720127632
408,ha'il,27.5219,41.6907,304.16,15,0,3.09,SA,1720127633
409,rengasdengklok,-6.1592,107.2981,297.43,89,100,2.81,ID,1720127634
410,fort-shevchenko,44.5086,50.263,303.66,36,28,3.13,KZ,1720127636
411,illizi,26.4833,8.4667,309.04,11,0,4.43,DZ,1720127637
412,tingo maria,-9.2895,-76.0088,304.32,55,20,0.0,PE,1720127638
413,zhangye,38.9342,100.4517,292.35,41,13,3.68,CN,1720127639
414,el hadjira,32.6134,5.5126,307.13,14,0,4.22,DZ,1720127641
415,cheremukhovo,60.3484,59.9851,293.96,77,18,1.59,RU,1720127642
416,flin flon,54.7682,-101.865,297.06,46,40,3.6,CA,1720127643
417,as sulayyil,20.4607,45.5779,304.29,12,2,4.87,SA,1720127644
418,holualoa,19.6228,-155.9522,300.06,78,75,7.2,US,1720127645
419,kerikeri,-35.2268,173.9474,279.77,92,12,2.24,NZ,1720126880
420,oak grove,45.4168,-122.6401,304.36,39,0,3.09,US,1720127648
421,qina,26.1642,32.7267,307.25,13,40,1.82,EG,1720127649
422,tchintabaraden,15.8969,5.7985,308.33,32,77,0.76,NE,1720127650
423,tanout,14.9709,8.8879,303.29,45,51,7.01,NE,1720127651
424,linqiong,30.4159,103.4609,295.1,95,100,0.85,CN,1720127653
425,angaur state,6.906,134.13,301.02,73,100,0.52,PW,1720127654
426,itamarandiba,-17.8572,-42.8589,289.76,58,0,1.89,BR,1720127655
427,acarau,-2.8856,-40.12,299.11,76,17,7.63,BR,1720127656
428,araucaria,-25.5931,-49.4103,295.31,55,81,0.73,BR,1720127657
429,labrador city,52.9463,-66.9114,293.1,73,75,6.69,CA,1720127659
430,maturin,9.75,-63.1767,302.02,75,84,3.31,VE,1720127660
431,manaure,11.7751,-72.4445,302.04,77,100,6.57,CO,1720127661
432,son la,21.3167,103.9,293.68,99,100,0.47,VN,1720127662
433,ambagarh chauki,20.7833,80.7167,298.51,87,100,4.91,IN,1720127663
434,tofol,5.3248,163.0078,300.38,74,100,5.42,FM,1720127666
435,kishtwar,33.3167,75.7667,294.64,94,76,1.15,IN,1720127667
436,rioja,-29.4111,-66.8507,289.31,42,5,2.23,AR,1720127579
437,isola di capo rizzuto,38.96,17.0933,294.36,65,0,2.44,IT,1720127669
438,mersing,2.4312,103.8405,298.28,90,64,1.35,MY,1720127673
439,alexandria,31.2156,29.9553,299.38,71,0,3.43,EG,1720127674
440,prince george,53.9166,-122.753,295.53,47,40,2.57,CA,1720127676
441,bamboo flat,11.7,92.7167,297.65,84,100,3.86,IN,1720127677
442,thinadhoo,0.5333,72.9333,302.14,73,60,2.27,MV,1720127678
443,yulinshi,38.2906,109.7494,297.52,46,100,7.57,CN,1720127679
444,primero de mayo,-32.2552,-58.4228,282.49,59,68,3.75,AR,1720127680
445,hlobyne,49.3878,33.2596,294.51,70,100,2.93,UA,1720127682
446,prince rupert,54.3161,-130.3201,288.98,80,0,5.14,CA,1720127683
447,ocean shores,46.9737,-124.1563,296.15,74,0,5.66,US,1720127684
448,alcala la real,37.4614,-3.923,303.35,29,0,1.72,ES,1720127685
449,marquette,46.5333,-87.6335,292.84,81,100,1.34,US,1720127686
450,haiku-pauwela,20.9219,-156.3051,301.62,66,20,11.32,US,1720127688
451,balkanabat,39.5108,54.3671,304.14,28,0,2.27,TM,1720127689
452,galle,6.0367,80.217,300.29,85,88,3.16,LK,1720127690
453,pisco,-13.7,-76.2167,291.18,82,0,4.63,PE,1720127691
454,al bawiti,28.3492,28.8659,305.38,29,0,4.1,EG,1720127693
455,luanda,-8.8368,13.2343,295.15,83,40,2.06,AO,1720127694
456,dursunbey,39.586,28.6257,290.4,86,99,0.28,TR,1720127695
457,cockburn town,21.4612,-71.1419,301.44,83,100,7.0,TC,1720127696
458,tambacounda,13.7539,-13.7586,307.18,52,20,6.17,SN,1720127697
459,howrah,22.5892,88.3103,302.15,89,40,3.09,IN,1720127699
460,sabang,5.8933,95.3214,301.61,75,100,7.16,ID,1720127700
461,konarka,19.9,86.1167,299.91,83,100,3.77,IN,1720127701
462,naze,28.3667,129.4833,298.66,86,18,1.97,JP,1720127702
463,puerto armuelles,8.2833,-82.8667,302.02,91,100,3.13,PA,1720127423
464,mount zion,39.7714,-88.8742,300.0,73,100,3.6,US,1720127705
465,port douglas,-16.4833,145.4667,295.71,82,85,7.21,AU,1720127706
466,gulf shores,30.246,-87.7008,305.37,73,40,3.6,US,1720127707
467,robertsport,6.7533,-11.3686,299.06,77,19,4.1,LR,1720127708
468,dryden,49.7833,-92.7503,295.31,60,75,2.06,CA,1720127710
469,san andres,12.5847,-81.7006,303.16,79,40,2.06,CO,1720127711
470,sharlyk,52.9167,54.75,294.76,82,0,0.98,RU,1720127712
471,tual,-5.6667,132.75,299.29,82,91,9.76,ID,1720127713
472,baruun-urt,46.6806,113.2792,292.16,59,71,0.88,MN,1720127714
473,kemijarvi,66.7131,27.4306,287.08,92,100,1.91,FI,1720127716
474,luderitz,-26.6481,15.1594,286.55,69,0,5.42,NA,1720127717
475,vung tau,10.346,107.0843,299.38,80,100,3.28,VN,1720127718
476,aripuana,-9.1667,-60.6333,302.01,59,100,1.55,BR,1720127719
477,the pas,53.8251,-101.2541,297.16,43,20,1.03,CA,1720127720
478,la'ie,21.6477,-157.9253,303.15,78,15,1.34,US,1720127722
479,guichon,-32.35,-57.2,280.99,71,54,3.15,UY,1720127723
480,vila franca do campo,37.7167,-25.4333,293.38,99,65,0.89,PT,1720127724
481,santa ana de yacuma,-13.75,-65.4333,306.12,40,20,3.09,BO,1720127725
482,berdigestyakh,62.0989,126.6992,283.98,67,51,4.38,RU,1720127726
483,navoiy,40.0844,65.3792,298.86,25,0,2.06,UZ,1720127728
484,midvagur,62.0511,-7.1939,283.61,93,100,3.6,FO,1720127729
485,kimry,56.8667,37.35,291.54,87,100,4.59,RU,1720127730
486,richards bay,-28.783,32.0377,288.81,63,0,2.87,ZA,1720127731
487,aldan,58.6031,125.3894,284.96,77,100,1.74,RU,1720127732
488,remire-montjoly,4.9167,-52.2667,298.17,88,23,2.57,GF,1720127734
489,trabzon,40.9167,39.8333,295.2,83,75,2.57,TR,1720127735
490,north ryde,-33.7968,151.1244,286.08,86,22,0.45,AU,1720127445
491,severo-yeniseyskiy,60.3725,93.0408,290.97,65,100,1.52,RU,1720127737
492,deyang,31.1302,104.382,295.51,91,100,1.52,CN,1720127739
493,champerico,14.3,-91.9167,302.78,71,67,3.78,GT,1720127740
494,coquimbo,-29.9533,-71.3436,287.0,68,0,3.6,CL,1720127741
495,eydhafushi,5.1033,73.0708,301.27,76,86,2.77,MV,1720127742
496,cajabamba,-7.6167,-78.05,294.84,31,46,1.96,PE,1720127743
497,bakchar,57.0186,82.0711,285.77,99,100,1.8,RU,1720127745
498,ngchemiangel,7.4461,134.4768,298.23,88,75,0.0,PW,1720127746
499,kuching,1.55,110.3333,298.76,89,40,1.34,MY,1720127747
500,ulladulla,-35.35,150.4667,286.01,79,95,4.9,AU,1720127748
501,laguna,38.421,-121.4238,315.61,26,0,1.34,US,1720127727
502,meadow lake,34.8014,-106.5436,309.65,12,0,7.42,US,1720127751
503,jeddah,21.5169,39.2192,307.07,20,0,0.0,SA,1720127752
504,muzaffarabad,34.37,73.4711,298.44,82,24,1.41,PK,1720127753
505,pompeia,-22.1086,-50.1717,300.42,35,0,1.61,BR,1720127754
506,uige,-7.6087,15.0613,291.61,41,3,1.4,AO,1720127755
507,besisahar,28.2313,84.3761,294.79,96,100,1.08,NP,1720127757
508,roscommon,53.6333,-8.1833,283.77,78,96,4.26,IE,1720127758
509,bakanas,44.8081,76.2772,293.0,65,83,2.09,KZ,1720127759
510,kyabe,9.4515,18.9449,298.78,71,89,1.14,TD,1720127760
511,bethanie,-26.4833,17.15,285.9,22,0,2.1,NA,1720127762
512,paka,4.6374,103.4368,298.11,94,85,0.0,MY,1720127763
513,la ronge,55.1001,-105.2842,298.27,23,20,5.66,CA,1720127764
514,swakopmund,-22.6833,14.5333,286.47,86,2,2.26,NA,1720127765
515,sittwe,20.15,92.9,300.51,82,100,3.88,MM,1720127766
516,dokshytsy,54.8924,27.7689,286.31,98,83,2.54,BY,1720127768
517,milagres,-7.3133,-38.9456,300.86,33,2,3.23,BR,1720127769
518,port blair,11.6667,92.75,298.16,84,100,4.08,IN,1720127770
519,san antonio de pale,-1.4014,5.6325,296.57,83,97,4.52,GQ,1720127771
520,khash,28.2211,61.2158,304.35,16,100,1.02,IR,1720127772
521,tamandare,-8.7597,-35.1047,297.51,75,5,3.02,BR,1720127774
522,sabzevar,36.2126,57.6819,300.85,18,2,5.37,IR,1720127775
523,coahuayana de hidalgo,18.7,-103.6583,305.21,58,18,3.39,MX,1720127776
524,whakatane,-37.9585,176.9854,281.36,90,100,1.34,NZ,1720127564
525,inverloch,-38.6333,145.7167,280.96,88,9,2.81,AU,1720127778
526,ulanhot,46.0833,122.0833,293.8,81,100,2.64,CN,1720127780
527,hilo,19.7297,-155.09,302.01,62,100,3.6,US,1720127781
528,kazanka,47.8462,32.8218,292.17,86,22,2.92,UA,1720127782
529,sao sepe,-30.1606,-53.5653,283.78,97,100,3.69,BR,1720127783
530,san nicolas de los arroyos,-33.3358,-60.2252,284.29,40,100,2.5,AR,1720127784
531,tan-tan,28.438,-11.1032,293.64,76,52,5.74,MA,1720127786
532,vila velha,-20.3297,-40.2925,297.12,78,0,5.14,BR,1720127787
533,bhawana,31.5692,72.649,308.87,51,8,6.16,PK,1720127789
534,nizhnyaya tavda,57.6731,66.1725,293.02,86,37,2.37,RU,1720127791
535,donggang,28.9365,114.2259,297.84,87,67,1.02,CN,1720127792
536,dem'yanovo,60.3511,47.0842,290.56,76,30,0.84,RU,1720127793
537,zag,46.9441,99.165,284.92,79,100,0.59,MN,1720127794
538,pandan,14.0453,124.1694,299.71,88,100,2.6,PH,1720127795
539,tanjung selor,2.8372,117.3642,295.84,98,64,0.93,ID,1720127798
540,impfondo,1.6381,18.0667,296.38,83,66,0.13,CG,1720127799
541,ostersund,63.1792,14.6357,286.4,74,100,4.12,SE,1720127800
542,clearfield,41.1253,-78.75,301.34,81,100,0.0,US,1720127802
543,noumea,-22.2763,166.4572,295.93,99,64,6.03,NC,1720127803
544,mana,5.6592,-53.7767,300.32,77,41,3.61,GF,1720127804
545,lobujya,27.95,86.8167,276.35,98,97,1.77,NP,1720127805
546,muborak,39.2553,65.1528,301.94,19,0,4.87,UZ,1720127806
547,ta`u,-14.2336,-169.5144,300.27,76,0,9.58,AS,1720127808
548,mount pearl,47.5166,-52.7813,289.24,88,75,2.57,CA,1720127809
549,sarangani,5.4033,125.4636,300.29,79,99,2.24,PH,1720127810
550,altamira,-3.2033,-52.2064,305.2,62,40,0.51,BR,1720127811
551,na mom,6.9586,100.5568,298.06,88,20,0.51,TH,1720127812
552,gaspe,48.8334,-64.4819,296.27,60,40,8.23,CA,1720127814
553,tralee,52.2704,-9.7026,283.52,96,100,0.86,IE,1720127815
554,vallenar,-28.5708,-70.7581,292.87,35,4,2.13,CL,1720127816
555,stephenville,32.2207,-98.2023,311.44,34,0,1.54,US,1720127817
556,jijiga,9.35,42.8,292.4,68,99,0.64,ET,1720127819
557,altay,47.8667,88.1167,288.44,50,100,2.88,CN,1720127820
558,kodinsk,58.6881,99.1844,293.23,58,88,1.99,RU,1720127821
559,anloga,5.7947,0.8973,298.9,86,98,5.24,GH,1720127822
560,al kharijah,25.4514,30.5464,306.09,14,17,2.62,EG,1720127823
561,ponta delgada,37.7333,-25.6667,293.55,73,75,2.57,PT,1720127825
562,elko,41.0002,-115.5012,303.16,11,0,6.71,US,1720127826
563,vikulovo,56.8167,70.6107,289.77,89,39,2.11,RU,1720127827
